userId,gender,sport,duration,calories,distance,avg_heart_rate,avg_alti,change_alti,max_alti,min_alti,avg_speed
11709807,male,bike,5801,2584,52.11,135.72,9.086654,305.94,40.578,-7.448,31.856472593
13165320,male,run,3564,803,12.35,139.09,264.0028,1436.6,426.2,180.4,12.881288711
8280412,male,bike,5123,733,41.27,158.548,7.946,343.8,47.8,-13.6,28.826987764
9422215,male,run,4530,752,12.26,169.332,552.252,303.400000000,569.8,521.6,9.762305953
14204020,male,bike,3686,586,29.63,141.154,43.228,214.2,51.8,40.2,28.406072090
4443471,male,run,4824,1152,15.9,142.74,20.4592,162.6,34.6,-0.4,11.831352948
2600099,male,bike,2579,409,17.03,115.798,64.1284,284.600000000,94.6,51.4,23.504388074
118377,male,bike,1898,346,16.14,152.864,2.8356,219.4,19.2,-1.8,30.119035156
6788906,male,bike,1967,265,13.32,124.37,198.8676,521.4,257.2,148.6,24.936343980
3714939,male,bike,1669,273,15.37,127.156,-15.832,115.4,19.8,-36.2,32.682302287
1655221,male,run,6404,1165,16.21,148.12,338.1716,312.2,389.4,308.2,9.105425490
9345869,male,run,4395,746,11.25,126.302,17.6964,324.2,51.2,-9.8,9.302036751
3235195,male,run,2714,554,5.74,134.304,22.1332,316.2,42.4,-0.6,8.123489796
6601602,male,run,6282,695,15.63,125.786,29.4716,46,38.6,26.8,8.935652090
2461936,male,run,2916,721,9.97,128.988,13.2172,503.000000000,43.8,-1.2,12.308630347
1063624,male,run,6148,1236.94,20.41,132.152,233.402,334.8,247.6,214.2,12.151359618
1593645,male,bike,2588,248,18.25,111.778,304.5104,122.6,318,286,24.753932276
13279851,male,mountain bike,4116,1001,22.77,163.08,38.1424,391.200000000,76.6,14,20.389010684
1520156,male,run,4904,874,14.89,146.346,120.8588,30.6,128,116.6,10.902066868
3841089,male,mountain bike,2634,311,13.93,124.96,35.1076,313.8,100.8,-2,19.535275412
2894897,male,run,2630,576.636,9.99,141.432,-5.942,87.000000000,2.8,-11.2,13.688529736
2649245,male,run,3173,777.199,9.86,150.526,139.219372,272.56,176,105,11.778215759
715469,male,run,14754,3290,42.14,163.056,11.3212,548.8,96.6,-1.2,10.233474334
1520156,male,run,9525,1548,29.72,149.264,112.3344,231.200000000,122.8,105.8,11.207191944
8875079,male,run,6435,1415,19.96,138.656,113.8516,223.4,143.2,87.2,11.158340126
4584909,male,run,5557,1444,15.9,154.55,171.5456,502.8,200.4,150.4,10.256051653
13693003,male,bike,4493,883,34.28,143.06,59.7896,312.800000000,79.4,18,27.670984747
11992223,male,run,3255,795,9.98,176.466,20.0136,250.2,51.2,0.6,11.041905561
6692748,male,bike,2273,483,14.17,149.48,148.3496,152.2,177,98,23.090280019
1520156,male,run,890,165,3,142.396,128.5396,44.600000000,130.6,127,12.104433050
6692748,male,bike,2210,437,14.16,143.886,1.464,294.800000000,30.4,-16.4,23.545922725
3297710,male,run,3281,825,11.29,156.18,43.3636,261.2,66.8,5.2,12.564288763
3297710,male,run,4160,1067.74,16.99,156.78,14.2848,212.2,45.6,3.2,14.749133547
993057,male,bike,3880,958,32.03,135.408,66.9912,833.800000000,140.4,-12.4,30.702557409
2145516,male,bike,4117,442,26.25,102.142,18.4396,198.4,36.2,-6.8,22.935315391
34269,male,bike,1093,218,9.68,141.314,27.2732,233.6,38.4,16.4,31.911822102
12913419,male,run,1718,399.835,4.79,139.42,-3.217176629,77,2,-9,10.047930678
11737814,male,bike,565,107.155,3.58,123.026,172.3778,80.000000000,181.9,166,22.822926972
11675398,male,bike,2336,657.907,17.63,156.282,10.223,519.3,29.7,0.2,28.603675859
3276737,male,mountain bike,854,210,3.56,172.338,312.7824,329.4,345.4,290,15.967633038
1956196,male,run,2665,531,8.06,130.442,207.6312,123.6,221.6,193,10.919413665
983950,male,run,3008,682,9.59,145.088,73.3104,702.600000000,104.4,51.6,11.462320793
3191096,male,run,1994,520,6.42,159.908,80.6924,259.8,93.8,60.4,11.666672240
732008,male,run,5984,1403.65,14.14,140.398,360.1064,1056.4,428,262.4,8.517774952
947554,male,mountain bike,5038,1251,36.41,182.472,46.1904,1149.8,89.2,6,25.288488188
3714939,male,bike,1787,315,15.09,131.336,45.5616,95.2,74.2,27.6,30.370337903
80118,male,run,3747,430,7.33,110.464,282.584,141.8,300.2,267.4,7.120129374
3714939,male,bike,1936,303,14.95,120.978,43.34,93.4,71,29.6,26.540090937
3575734,male,run,4970,1157,14.61,159.334,451.2112,836.600000000,547.4,393.8,10.651332974
983950,male,run,3256,707,10.31,139.296,43.1532,619.6,80.2,21.6,11.408975604
12406103,male,run,4217,921,11.98,147.41,184.2572,155.6,193.8,173,10.343036529
3820045,male,bike,5575,749,40.35,139.182,23.508,315.600000000,117.4,9,26.448751857
5255745,male,bike,2807,600,26.93,150.626,12.168,383.400000000,44.4,3.4,34.731042654
4634912,male,run,3431,871,10.14,145.138,433.6656,161.8,448.6,411,10.742137004
11675398,male,bike,2549,648.541,17.73,147.79,10.2772,525.400000000,29.3,0.6,26.106947907
1520156,male,run,4862,796,15.87,144.75,128.1152,105.8,131.6,125,11.780973363
3432842,male,run,3100,781,9.99,157.602,128.5032,104.4,142.6,112.2,11.591607874
7038373,male,run,4552,1025.93,15.81,140.536,319.61987,321.06,336,301,12.531565415
10122140,male,run,2078,480,7.34,151.248,109.1436,305.000000000,145,5.6,13.193499194
14779650,male,run,2131,362,5.68,169.818,18.8648,168.4,33.8,10.4,9.666345615
2568526,male,run,3193,884.165,10.27,160.032,178.932,194.4,184,172.6,11.815465303
732008,male,run,4375,988,11.94,156.144,307.5964,917.800000000,408.4,219,9.827546584
8993175,male,run,3312,648,8.85,149.836,114.018,101.4,121.6,111,9.658261784
7516129,male,run,6939,1229.59,21.99,123.164,16.4248,401.200000000,49,2.8,11.389332497
3714939,male,bike,6978,896,62.14,122.318,-2.2876,211.6,53,-21.2,31.655773508
1063624,male,run,820,181.111,3.13,140.318,216.6468,191.2,236.8,210,13.719091626
4203888,female,run,3492,645,10.3,142.742,18.7624,129.600000000,57.4,6.2,10.753884066
5306319,male,run,4464,1073,16.28,169.97,81.4212,95.6,111.2,71.8,13.125061068
3021311,male,run,3042,712,9.06,145.808,66.9436,136.4,79,58,10.733065783
2669847,male,run,4759,1039,15.51,163.998,20.7136,167.6,36.4,-0.6,11.949143306
2159610,male,bike,5298,1325.05,45.83,152.982,11.0652,495.2,35.4,-10,31.150725880
2894897,male,bike,2302,429.88,18.37,126.724,28.7396,181,37.4,19.6,27.743318023
12080152,male,run,4429,528,8.63,123.168,-27.9484,440.000000000,-5.8,-35.8,7.020499068
791908,male,bike,4041,1128.33,31.26,129.896,51.362246,532.256,75.645,27.353,27.643364451
777141,male,run,2810,782.032,11.16,160.872,442.583604,165,467,433,14.507321775
150436,male,run,2428,570,8.62,173.222,37.2608,202.4,42.2,32.8,13.600862321
890789,male,bike,2179,386,15.38,136.086,12.1968,159.6,51,-9.2,26.302329982
1429328,male,bike,2328,627,18.58,131.548,10.1608,300.4,38,-5,28.542833247
13577416,male,bike,1823,318.023,10.09,130.15,29.7652,135.6,72.8,4.6,19.917527563
762872,male,run,6220,1702,20.89,174.658,7.32,124,11.4,-0.2,12.019888504
1598505,male,run,5049,1180,18.14,138.446,589.4176,171.000000000,595.6,579.4,12.970034868
10536623,male,run,4331,900,9.99,145.83,83.854,188.2,92.4,77.6,8.369861245
6692748,male,bike,1872,431,12.57,146.546,91.7952,235.2,121.6,70,24.374677312
5298016,male,run,2877,730,7.52,176.256,277.66,513.2,339.6,222.6,9.357500187
5547218,male,run,4046,729,12.03,148.43,-3.3552,515.800000000,27.6,-75,10.836243886
9937628,male,run,843,234,3.02,154.958,60.9672,71.200000000,62,59.6,12.895673986
8557955,female,run,5539,862.567,15.13,164.104,68.4,2194,201,15,9.849050805
9221677,male,run,4461,1021,13.94,155.878,7.523235,66.99667,11.5994,5.19975,11.308311457
1907590,male,run,6607,1299,21.21,132.698,72.4496,521.000000000,98.6,43.2,11.522183087
7038373,male,run,3985,800.322,13.18,131.866,333.68452,336.029,410,306,12.030148777
860533,male,run,2731,608,8.05,155.764,127.478,347.4,161.2,96,10.784942647
65547,male,bike,5161,742,43.63,147.002,21.4968,237.6,39.8,-0.2,30.612616117
2486861,male,bike,9338,1299,76.49,141.376,215.386,735.8,282.6,162.2,30.109460435
56331,male,run,5687,1636,20.81,176.922,55.624,366.6,70.6,36,13.169341082
12175120,male,run,3859,688,12.59,143.012,24.6312,585.000000000,51.4,-17.4,11.725584511
7313790,male,run,3080,823.521,10.93,161.75,20.8756,225.2,25.2,16,13.179788157
753100,male,run,3487,916,12,143.176,8.3972,120.2,15.4,1.4,12.409158383
13305991,male,run,3247,801,9.98,139.112,157.9496,23.4,162,153.4,10.994053760
5607830,male,run,3931,504,8.08,128.36,13.3936,303.800000000,33.2,-32.8,9.089357745
5964610,male,run,4132,561,10.44,144.592,-4.0228,106.200000000,0.4,-7.2,9.388677811
3672721,male,bike,1287,122,6.92,114.186,41.2008,118.6,47.6,35.6,19.407515759
65547,male,bike,3161,557,29.46,142.676,6.9632,121.4,22,-10.2,33.413150332
7197311,male,run,3313,605,10.01,128.94,52.9328,92.8,58.4,43.6,10.836625245
3324472,male,bike,6336,1157,54.1,135.568,568.8328,677.8,613,538.4,30.738592421
4998101,male,bike,2111,286,14.97,122.908,10.7868,118.600000000,48.4,1.4,25.513945152
7516129,male,run,4624,755.919,14.31,116.336,9.9372,313.68,34.67,-6.25,11.221993171
3191096,male,run,2296,626,8.06,148.386,116.7516,134.8,129.6,97,12.632456726
6692748,male,bike,1409,311,9.09,143.936,64.6404,138.4,84.2,43.8,23.774606944
3235195,male,run,2509,667,8.08,153.018,0.593600336,200.399956,17.2,-11.4,10.774411467
1530732,male,run,2400,562,7.41,143.808,248.1492,120.6,252.8,236,11.106496379
1820027,male,run,5071,1165.19,15.03,140.386,1.78,178.8,7.4,-1.2,10.665349581
1023513,male,run,1805,446,4.8,155.828,33.0716,492.400000000,106.8,12.8,9.593530486
2174810,male,run,2919,715,6.48,158.678,272.7528,149.6,284.6,261.2,7.899089761
2849785,male,run,2418,700,7.98,165.16,15.2256,221.200000000,65.6,-0.2,11.699816941
3381703,male,run,4415,1037,11.7,154.762,19.5316,95.000000000,24.8,16.2,9.554291691
12635957,male,run,3562,731,8.08,142.666,327.5396,352.8,358.4,292.6,8.159408330
1737182,male,mountain bike,2273,567,14.86,147.73,547.9828,292.600000000,626.2,508,22.947292602
8994885,male,run,3617,705,9.94,141.99,109.8516,200.4,142.6,87.8,9.829675959
6961546,male,run,2300,459,7.95,159.898,143.1976,184,164.8,107.4,12.803551774
13859471,male,bike,1236,333,10.09,157.706,16.5908,188.800000000,62,0.4,29.450503916
797841,male,bike,7463,775,43.91,124.118,99.3736,1216.2,150.4,42,22.790279945
14204020,male,run,2285,358,6.27,156.436,26.4528,106.6,30.4,23.6,9.828544592
3021311,male,run,3385,646,10.48,140.488,71.9656,147.2,93.4,60.6,11.088191899
907015,male,run,4163,648,12.16,125.824,28.1884,200.2,46.2,10.6,10.583115520
797841,male,bike,7994,1012,44.68,137.734,68.0184,1256.4,142.4,-5.4,21.139166453
260784,male,run,4145,1011.19,12.34,148.406,58.0008,0.200000000,58.2,58,10.834553625
13577416,male,bike,6214,1170.77,23.67,137.896,197.412,708.8,303.2,0,13.722588185
791908,male,bike,2952,697,24.35,143.716,72.7012,236.6,91.8,43.8,29.951474505
7516129,male,run,4266,633.37,13.17,109.206,1.55606822,70.599968,5,-5,11.174293068
3091798,male,run,4160,1058.41,11.91,153.134,17.5132,447.2,62.2,-1.8,10.457194623
6044358,male,run,1848,562.358,5.31,165.818,-4.0444,64.600000000,1,-6,10.332351797
753100,male,bike,8439,1684.63,79.31,125.158,49.0952,626.6,65.8,33.4,34.362999277
13279851,male,bike,1476,224,10.32,126.548,44.1472,103.4,49.6,40,25.200402314
2849785,male,bike,2303,439,17.92,145.372,34.4568,249.4,63,9.8,29.174540028
368603,female,run,9093,1292.11,23.58,135.708,8.8652,646.200000000,33.4,-5,9.218541361
6539051,male,bike,2388,539,15.75,149.164,67.7832,523.600000000,116,42.2,24.022303290
3700284,male,run,2615,327,5.88,130.248,6.0128,99.600000000,10,2.6,8.089406111
1295505,male,run,3958,1120,14.52,159.168,39.7356,1164.6,104.2,-8.2,13.213862994
2358,male,run,2327,599,8.01,147.504,64.396,348.400000000,79,55.8,12.403358726
982359,male,bike,2749,874.286,20.23,148.37,4.4604,158.4,22.4,-2.6,26.748256972
4146688,male,run,4264,774,15.21,139.176,15.3276,207.8,27.2,6,12.860168964
1520156,male,run,4731,1020,14.91,147.662,113.0701556,572.468400000,127.993,96.7499,11.338975131
7996903,male,run,3265,523,6.81,146.758,161.6524,314.4,220.2,131,7.515708517
1593295,male,run,5200,1500.07,12.75,168.14,1110.1616,829.200000000,1268.4,998.8,8.772412926
1598505,male,run,2391,559,8.93,148.93,587.7992,374,684,573.8,13.608946778
3704065,male,bike,7091,894,59.63,135.096,237.6084,1259.2,518,121,31.428044317
4774109,male,bike,2451,459,19.1,140.464,24.8984,319.200000000,40.4,14,28.409584841
2076057,male,run,6401,1290,17.39,136.83,50.4208,1022.2,82.6,10.6,9.805957254
10841339,male,run,2794,652,9.95,161.62,179.874,266.4,187.4,175.6,12.860150935
2738159,male,bike,4767,829,36.33,153.78,33.866,832.000000000,74.8,-0.8,27.961719105
7284222,male,bike,4569,709,40.9,179.052,16.1196,537.2,43.4,-5.4,32.244676210
804068,male,bike,4720,993.737,45.51,136.012,32.308,466.4,64.6,4.6,34.839918133
10943750,male,run,3794,776,11.97,161.692,184.23,395,225,141.2,11.486278999
229190,male,run,5551,795,14.69,134.408,44.1692,1063.6,103.6,13,9.502650139
797841,male,bike,2514,270,15.56,111.234,54.7188,339,86,-0.4,23.636771313
2497422,male,bike,7703,1831.92,49.84,135.454,191.6124,1096.4,512.2,-15.6,25.689398030
68129,male,run,2508,790.887,9.99,175.564,7.2528,129.2,15,-1.6,14.336059791
1520156,male,run,4638,761,14.91,145.558,113.6384,104.8,122.8,108.6,11.566600502
2831390,male,run,3601,608.982,7.59,126.904,31.5518,400.400000000,70.5,3.4,8.751875057
2692363,male,run,2285,427,6.35,152.762,71.2016,156.000000000,73.2,67.8,10.019646994
6796415,male,run,598,138,1.99,135.054,155.484,41.400000000,163.6,137.2,12.444063692
217473,male,bike,4599,699,26.17,132.438,118.2736,496,165.6,60,21.097870743
9732499,male,bike,1284,255.4,6.19,133.63,240.6672,174.2,251.8,232.8,18.319705819
6000431,male,bike,9418,2254,87.09,154.38,41.5252,1006.2,80.4,8.2,33.196844751
3381703,male,bike,6852,1226,44.31,139.86,41.762,259,65,29.2,23.400817707
6000431,male,run,1488,365,4.87,147.414,25.8364,199.6,41.4,17.2,11.990263277
6692748,male,bike,1862,392,12.33,139.252,-23.0912,267.000000000,4.2,-39.4,24.582334219
3736342,male,run,3594,840,12.57,129.432,53.1232,303.6,65.2,37,12.565987615
2174810,male,run,2972,823,6.73,158.108,277.046,119.2,319.6,256.8,7.921162038
2076057,male,run,5107,1192,15.35,142.08,43.928,415.000000000,63,13.6,10.809561637
7038373,male,run,2849,650.515,9.96,141.706,322.772186,239.066,353,309,12.616118651
13338915,male,run,3537,734,12.22,164.274,80.418,209.2,89.4,70.6,12.827999503
9051351,male,bike,2633,403,16.16,121.216,314.788,347.8,341.6,299.8,21.704021992
5453063,male,run,2876,660.952,7.36,139.162,21.6408,101.8,35.8,9.6,9.204944772
4774109,male,bike,5139,1085,38.53,151.424,19.722,743,39.8,3.2,26.948727980
3558042,male,bike,3869,748,35.28,141.486,-5.7352,306.6,15.8,-13.4,33.083448477
885462,male,run,610,161,2.16,151.238,-1.5372,110,4.8,-11.6,12.778396237
1055977,male,run,2460,531,7.28,150.524,198.3724,144.4,265,175.8,10.887252337
12406103,male,run,3831,782,10.05,146.028,185.798,108.4,194.4,177.8,9.453680819
13859471,male,bike,1560,374,10.31,142.848,22.9444,237.600000000,70.6,5.4,23.854165863
762872,male,run,3038,749,10.18,164.456,10.21,127.2,17.4,1.6,12.267845833
3089500,male,bike,10776,1989.3,78.17,125.374,192.048,913,290,149,26.148049132
212295,male,run,2596,465,4.53,139.548,572.1088,74.000000000,593.8,565.6,6.111174875
2333172,male,mountain bike,2610,587.469,20.76,141.504,410.266478,526.34,551,334,28.788068772
11884453,male,run,2612,616.35,8.95,146.646,-1.7488,116.6,8.4,-17,12.465981137
2333172,male,run,2845,828.19,6.5,167.394,844.94,767.4,1222,494,8.280641621
2582984,male,bike,6645,1251.31,54.55,125.284,811.2574,981.3,878.6,761.5,28.368225824
2333172,male,bike,2665,525.043,19.48,129.72,463.4158,418.6,574.5,377.1,26.275620497
1663599,male,bike,9699,1854.11,55.88,122.606,33.5192,1233.8,68,-6.8,20.759185703
3575734,male,run,3322,766,8.66,169.038,364.1564,574.4,455,247.6,9.352945082
6286628,male,bike,5292,768,35.25,130.28,17.6932,273.2,30.8,13.2,23.678782700
1956196,male,run,6118,912,15.17,136.832,177.9244,522.800000000,223.6,143.6,8.785382723
1063624,male,run,4498,1020.21,16,142.33,373.0208,712.800000000,492.6,252,12.760101410
11825035,male,run,5374,1096.78,14.94,130.498,120.241249,447.8015,206,96.9785,10.090143318
1520156,male,run,5242,840,17.09,142.386,111.606,115.2,115,107.8,11.743079201
171814,male,mountain bike,8527,1496.38,49.9,123.098,366.6648,1644.2,552.4,168.6,21.083688841
2358,male,run,3078,701,10.13,140.258,-0.046000000,122.2,7,-35.6,11.929952556
7382493,male,run,2445,574,8.16,144.142,415.7904,302.4,471.6,339.4,12.037158167
6692748,male,bike,2259,447,14.04,142.822,132.0608,306.6,160.8,116.6,22.816166111
5346265,male,bike,2640,480,17.17,72,22.5928,463.000000000,73.2,4.6,23.382345166
2071522,male,bike,3303,603,29.12,140.776,8.4692,698.000000000,70.4,-10.6,31.329982970
80101,male,run,3379,833,11.67,172.99,11.97319942,162.80002,27.6,-2.20001,12.507623346
6692748,male,bike,2213,531,14.15,160.728,71.8044,294.6,100,56.8,23.272635552
8467445,male,bike,860,123,6.32,122.254,-1.6676,175.4,2.6,-5.6,26.445606647
5255745,male,run,2158,469,7.98,150.554,12.6204,72.400000000,15.8,10.4,13.312228665
4905815,male,run,4921,1137,14.87,147.228,305.5824,305,346.6,283.2,10.840661385
6286628,male,bike,4111,651,31.59,125.39,5.2428,237.4,19,0.2,27.372265699
13577416,male,bike,1495,339,9.41,143.146,7.7956,118.2,42.4,-12.6,22.637454588
5346596,male,run,4683,873.079,10.33,126.614,275.388,41.6,285,265.2,8.016396613
5278840,male,bike,1353,115,7.73,106.954,1.5984,193.4,5.4,-2.8,20.677481450
12087190,male,run,2802,561,7.99,143.71,168.5088,157,183.2,160.8,10.448233873
3702346,male,bike,4742,742,28.36,120.72,82.5932,515.4,129.6,45.4,22.061082045
1986853,male,run,3589,635,9.99,137.708,25.170799968,80.999994000,39.2,0.600006,9.965081509
1707239,male,run,3628,780,11.81,143.252,32.3852,364.2,45.2,19.2,11.813164973
7516129,male,run,13176,2249.12,39.42,118.978,3.45492,559.020000000,31.46,-7.95,10.824565242
13577416,male,bike,1379,347.755,9.46,146.792,3.704,110,30,-14.6,24.699514852
5278840,male,bike,2238,247,15.15,135.788,-0.302,253.4,9,-4.2,24.419112770
56331,male,run,7964,2051,25.74,160.928,39.596,363.200000000,64.8,17.6,11.615012207
126114,male,bike,1051,151,6.55,120.272,13.566,92,29.2,-11,23.322537368
9313150,male,bike,3844,588,33.28,143.432,12.4936,193.6,30.8,2.4,31.217074788
3445572,male,bike,4102,484,26.33,122.578,-6.7912,154.2,2,-11,23.362560274
4133458,male,run,3649,462,11.3,137.884,204.6684,371.6,230.2,195.6,11.552836710
1356350,male,bike,9766,1461,68.44,136.12,57.992,300.600000000,85.2,38.2,25.354338283
34269,male,run,904,211,3.02,145.406,27.02,68.000000000,33.4,13.4,12.032324107
2849785,male,run,3429,785,10.19,163.52,265.8688,285.4,286.8,255.8,10.499340418
5278840,male,bike,1396,174,9.94,147.418,5.1576,193.8,8,2.6,25.662115330
3275003,male,run,1606,298,4.92,136.458,209.4168,49.000000000,216.2,201.4,11.198785364
3432842,male,run,2881,541,6.67,133.53,93.724,135.2,102.4,75.2,8.337496948
2719026,male,bike,2260,337.323,15.93,100.424,150.8588,437.000000000,292.2,56.4,27.485286833
11782156,unknown,bike,2509,491,21.86,157.174,2.3028,175.8,5.6,-0.8,31.017604557
139442,male,run,1867,407,4.98,140.144,56.893716,44.809,60.808,50.14,9.592432166
2661450,male,run,2273,603.388,6.25,154.302,129.818154,238.045,147,110,10.098109993
6286628,male,bike,4059,427,28.19,109.246,46.4572,260.6,59,41.4,24.536286909
217473,male,bike,3129,651,27.9,149.124,45.0412,483.200000000,82.6,11.6,32.388493603
3714939,male,bike,7650,2732,63.68,116.442,36.361126,513.576,175.653,-1.161,29.591169420
3232625,male,bike,1085,201,4.77,155.508,2.0184,34.2,7.8,-3,17.861191299
8070374,male,run,5179,834,10.05,135.338,3.3092,511,17.6,-30.8,6.902781570
2994297,male,run,3410,817.645,10.12,142.114,133.925752,132,147,127,10.799315476
431375,male,run,1873,536,7.04,149.434,63.736,389.2,77.8,49.8,13.543583029
8372595,male,run,6953,1251,24.82,150.054,414.3668,604.8,464,372.2,12.945326487
764981,male,bike,870,138.708,4.68,147.786,40.8156,105,63.4,29.6,21.420743551
860533,male,run,2454,376,6.33,134.084,1379.438,132.200000000,1395.2,1359.6,9.225486859
3905196,male,run,3039,721,10.94,144.624,658.0636,230.6,679.4,632.6,12.950384812
6286628,male,bike,4375,694,31.57,131.822,-0.8852,214.8,13.2,-8.4,25.666955366
6299290,male,bike,10327,1897,85.92,140.826,-50.28895644,1037.70496,-9.60132,-70.5621,29.972019309
5278840,male,run,1573,235,3.44,129.764,41.3592,48.400000000,43,39.4,7.880817626
860533,male,run,6571,1289,20.79,155.65,1307.3626,611.900000000,1354.9,1278.1,11.353357289
732008,male,run,4872,1395.19,11.75,161.416,311.7132,910.2,408,216,8.671981640
6113340,male,run,3938,1007,13.09,150.964,271.136,37.2,279.2,266.2,11.937456453
983950,male,run,3049,772,11.47,147.852,63.4844,780.400000000,106.8,31,13.619284373
10917968,male,run,3829,706,11.98,152.646,910.1152,204.8,918.2,900.6,11.481586071
3082409,male,bike,1967,241,15.59,115.728,54.9728,171,64.8,45,28.128003536
4584909,male,run,3322,790,10.2,142.806,162.9132,279.2,176.4,149.2,11.054199232
217473,male,bike,3252,498,26.34,129.756,89.6252,410.800000000,133.6,52.6,29.409190535
217473,male,bike,4068,1229,29.17,122.45,44.116046,762.038,119.834,-13.354,26.723715304
2692363,male,run,3424,597,8.74,166.304,93.0464,232.4,101.8,87.6,9.500751892
7313790,male,mountain bike,2123,439.614,12.66,134.78,33.9452,169.4,75.8,4.6,21.976833328
368603,female,run,5589,858.413,16.69,143.118,10.31288132,1077.15866,26.0929,-2.26599,10.745602747
1520156,male,run,4168,767,13.92,148.812,110.8568,39,116.2,106,12.129692585
3324472,male,bike,10443,1699,87.55,133.402,692.754,2286.2,1041.2,522,30.175230956
10841339,male,run,1900,475,6.5,165.91,245.192,312.2,259,211.2,12.094166297
1413935,male,run,2538,488.714,7.98,125.75,161.74392,207.720000000,181.04,145.19,11.358364175
1593295,male,bike,7908,2561,57.3,156.7,1133.0476,2002.6,1351,912.6,26.510372465
171814,male,run,3602,684,11.37,164.648,380.3556,446.4,426.8,331.6,11.771336707
3672721,male,bike,6975,1465.88,28.77,136.666,457.0992,1370.7,788.8,60.4,14.865266514
8875079,male,run,4553,823,13.14,137.268,100.2184,138,121.2,80.8,10.316393049
2145516,male,run,4949,612,15.02,183.092,51.474,221.8,66.2,42.8,10.864192374
3714939,male,bike,1597,289,15.07,129.156,35.2888,81.200000000,61.2,14.8,34.127832381
12783742,male,run,4018,718,13.57,158.778,63.4864,253.8,86,58.4,12.153235526
3060590,male,run,5064,1074,15.98,151.038,123.9012,235.000000000,150.6,81.4,11.369522935
3575734,male,run,3868,762,8.77,156.546,443.806,406.2,543.2,388,8.280727507
762872,male,bike,2447,439,19.53,151.618,7.294,329,25.6,-6.8,29.081404296
3704065,male,bike,8592,1149,63.47,132.802,140.3736,1370.4,441.2,22.2,27.653461586
3324472,male,bike,7948,1334,67.9,128.356,574.9536,1285,812.4,494.8,30.752053445
804068,male,bike,1444,175,12.33,124.826,19.9012,339.8,33.2,6.2,31.202208683
260784,male,run,3470,901,11.24,150.028,10.4012,188,22.4,-2.8,12.023148209
2661450,male,run,3239,792.167,9.17,146.198,34.62131924,339.18758,120,2,10.727123878
4009109,male,mountain bike,5797,1461.43,21.09,151.296,38.04286,1535.223,55.314,19.439,13.698787342
217473,male,bike,3372,422,26.01,121.16,86.4516,537.600000000,133.8,26.4,28.414094185
3738748,male,bike,1860,363,14.51,131.616,64.7948,264,77.4,40,27.835637627
885462,male,run,11680,3338,41.5,164.578,24.418,1217.8,52.6,4.4,12.805502059
2582984,male,bike,4036,993.341,30.04,151.22,37.3406,313.9,55.2,22.5,26.836617875
12087190,male,run,3854,740,11.06,140.116,179.1096,248,206.8,167.4,10.518976091
2612870,female,run,3528,486,8.08,171.848,261.4868,146.2,282.4,247,8.198139136
4009109,male,run,2406,545,8.61,139.97,39.3696,277.8,63.4,15.4,13.096138612
11782156,unknown,bike,7454,1330,55.58,151.376,-1.1148,530,18.6,-14,28.322789904
2898275,male,run,5011,991.573,15.34,133.116,7.8448,347.6,28,-79.8,10.988284772
12726303,male,run,2497,737,10.02,180.758,8.086,164.8,29.2,-6.6,14.484773270
8621055,male,run,5984,957,15.28,141.836,268.478,513.8,300.4,241,9.166072088
80118,male,run,3029,361,5.99,112.828,294.3588,273.6,311.8,264.2,7.259572838
432096,female,run,6490,1334.62,20.83,166.472,27.1892,462.2,55.4,1.8,11.547781883
5095069,male,run,5410,1290.03,15.94,148.364,160.5352,396.400000000,203,126.2,10.650813823
8621055,male,run,4416,659,10.75,139.278,273.9008,365,293.2,251.8,8.673289095
5278840,male,bike,4389,362,28.92,125.336,-5.49773142,243.788320000,0.19999,-12.3994,22.760329968
2719026,male,run,3914,679,8.15,144.874,69.5088,292.4,93.6,26.4,7.609819915
797841,male,mountain bike,1607,264,10.02,131.788,61.114,238.2,86,11.6,23.878613777
797841,male,bike,2297,250,13.04,109.444,52.3116,276.4,86.4,-3.6,22.426556428
1520156,male,run,4562,829,14.91,148.424,115.062,134.2,120.2,109.6,11.768285869
5727574,male,bike,3698,721.929,32.13,126.33,193.313,1383.6,217.7,172.8,31.266538520
14394432,male,bike,2362,307,13.83,124.256,16.0544,331.8,43.6,-5.8,21.803035298
4774109,male,bike,4854,1156,40.06,157.932,-16.002,424.2,6.2,-26.6,29.517800861
283321,male,run,3188,650,8.56,151.71,36.4804,550.200000000,48.4,21.6,10.253007461
1055977,male,run,3474,963.015,9.95,142.688,225.5816,285.2,415,196.8,10.441911783
3537163,male,bike,5370,994.446,30.43,119.788,448.7185,527.27,588.95,379.86,20.421991289
174288,male,run,3537,649,8.5,140.286,40.1344,358.000000000,52.6,27.6,8.886819968
1682336,male,bike,4329,291,24.72,103.636,14.7684,389.400000000,18.8,11.2,20.571731071
11884453,male,run,3072,549,9.9,147.448,31.5152,136.6,39.2,18.8,11.565299461
2898275,male,run,6390,1498,19.82,149.726,25.8444,389.200000000,117.8,9.4,11.110887250
13303518,male,bike,5477,696,50.43,130.776,13.2172,465.200000000,23.8,6.2,33.196234279
12615249,male,bike,3754,655,31.34,140.414,167.272,764.400000000,230.6,-178,30.512429038
860533,male,run,1715,381,5.34,159.966,56.3704,184.2,85.4,29,11.558248893
1023513,male,run,4439,1158,10.71,165.854,48.6444,800.200000000,90.8,-34,8.766048286
